Jugador,Equipo,Competición,Posición,Edad,Partidos,Minutos,Goles,Asistencias,xG,xAG,npxG,ValorMercado,PasesCompletados,IntentosPase,PctPasesCompletados,DistanciaTotalPases,DistanciaProgresiva,PasesClave,Entradas,Intercepciones,Bloqueos,TarjetasAmarillas,TarjetasRojas,Goles_Asistencias,xG_xAG,Equiv_90min,EntradasGanadas,AsistDesdeCruzados,Tiros,TirosAlArco
Fabiano Parisi,Fiorentina,Serie A,"DF,MF",24,20,814,1,0,0.3,0.8,0.3,5000000.0,277,346,80.1,4545,1479,4,18,12,11,1,0,1,0.13,9.0,11,2,7,4
Salih Özcan,Dortmund,Bundesliga,"MF,DF",27,7,271,0,0,0.3,0.3,0.3,5000000.0,164,216,75.9,2596,801,5,9,7,7,0,0,0,0.22,3.9,7,0,4,0
Zeki Çelik,Roma,Serie A,DF,28,23,1570,0,2,0.5,1.3,0.5,5000000.0,768,935,82.1,12250,3962,14,40,9,21,3,0,2,0.1,17.4,23,6,10,1
Jeff Ekhator,Genoa,Serie A,"FW,MF",18,20,659,1,1,1.3,1.0,1.3,5000000.0,95,142,66.9,1241,381,10,5,1,9,1,0,2,0.31,7.3,3,0,10,3
Lennard Maloney,Mainz 05,Bundesliga,MF,25,3,24,0,0,0.0,0.0,0.0,5000000.0,194,271,71.6,3751,1219,1,1,0,1,1,0,0,0.0,0.3,0,0,3,0
Ante Budimir,Osasuna,La Liga,FW,33,29,2195,15,2,12.5,1.4,7.2,5000000.0,180,341,52.8,2256,403,12,16,1,16,3,0,17,0.57,24.4,7,0,62,17
Marc Bernal,Barcelona,La Liga,MF,17,3,242,0,0,0.1,0.0,0.1,5000000.0,148,160,92.5,2634,623,1,8,1,5,2,0,0,0.03,2.7,6,0,2,1
Tim Oermann,Bochum,Bundesliga,DF,21,23,1702,0,2,0.1,0.6,0.1,5000000.0,541,661,81.8,10302,2949,6,39,19,28,0,0,2,0.04,18.9,21,2,7,0
Niels Nkounkou,Eint Frankfurt,Bundesliga,"DF,MF",24,11,376,0,0,0.2,1.3,0.2,5000000.0,161,234,68.8,2727,1020,9,13,7,5,1,0,0,0.36,4.2,10,2,4,0
Moritz Nicolas,Gladbach,Bundesliga,GK,27,19,1639,0,0,0.0,0.0,0.0,5000000.0,669,794,84.3,16861,11154,0,0,1,1,0,0,0,0.0,18.2,0,0,0,0
Arnaut Danjuma,Girona,La Liga,"FW,MF",28,20,1144,2,0,2.8,1.4,2.8,5000000.0,272,371,73.3,4607,1227,19,2,0,1,2,0,2,0.33,2.2,1,6,6,3
Thomas Lemar,Atlético Madrid,La Liga,MF,29,2,32,0,0,0.0,0.2,0.0,5000000.0,13,16,81.3,304,124,2,1,0,0,0,0,0,0.52,0.4,1,0,0,0
Hugo Guillamón,Valencia,La Liga,MF,25,12,364,0,0,0.1,0.0,0.1,5000000.0,154,188,81.9,2607,748,2,11,5,4,2,0,0,0.03,4.0,8,1,2,1
Andoni Gorosabel,Athletic Club,La Liga,DF,28,15,1040,0,2,0.3,1.5,0.3,5000000.0,560,662,84.6,8416,2427,10,30,13,14,3,0,2,0.16,11.6,15,7,2,1
Edoardo Bove,Fiorentina,Serie A,"MF,FW",22,12,851,1,2,0.6,1.5,0.6,5000000.0,282,344,82.0,4672,1058,11,24,6,12,3,0,3,0.22,0.0,17,0,7,2
Ansu Fati,Barcelona,La Liga,FW,22,4,127,0,0,0.6,0.1,0.6,5000000.0,53,63,84.1,607,86,1,1,0,0,1,0,0,0.46,1.4,1,0,5,3
Matteo Cancellieri,Parma,Serie A,"FW,MF",23,26,1421,3,0,2.7,0.7,2.7,5000000.0,211,312,67.6,2943,842,11,26,13,15,2,1,3,0.21,15.8,16,5,22,7
Yussuf Poulsen,RB Leipzig,Bundesliga,"FW,MF",30,17,299,1,0,2.2,0.4,2.2,5000000.0,64,109,58.7,774,230,4,9,0,5,1,0,1,0.78,3.3,5,0,10,4
András Schäfer,Union Berlin,Bundesliga,MF,25,19,1014,1,1,0.5,0.8,0.5,5000000.0,302,404,74.8,4219,943,7,30,17,27,3,0,2,0.12,11.3,14,0,8,1
Suat Serdar,Hellas Verona,Serie A,MF,27,15,959,1,1,1.7,0.9,1.7,5000000.0,260,342,76.0,4375,1214,8,20,6,12,4,1,2,0.25,10.7,13,1,26,6
Stephan El Shaarawy,Roma,Serie A,"DF,MF",32,23,974,3,3,2.3,1.0,2.3,5000000.0,356,453,78.6,5118,1395,12,13,8,3,2,0,6,0.3,10.8,11,3,23,10
Simon Sohm,Parma,Serie A,MF,23,30,2437,4,0,2.7,1.7,2.7,5000000.0,904,1059,85.4,14321,3965,17,23,21,7,4,0,4,0.17,27.1,14,3,28,8
Mert Kömür,Augsburg,Bundesliga,MF,19,14,360,1,1,0.4,0.3,0.4,5000000.0,91,124,73.4,1332,336,7,3,3,5,1,0,2,0.19,4.0,2,1,7,4
Ramon Hendriks,Stuttgart,Bundesliga,DF,23,21,995,0,1,0.6,1.1,0.6,5000000.0,452,552,81.9,7502,2802,6,18,16,13,2,0,1,0.15,11.1,7,3,5,1
Mehdi Taremi,Inter,Serie A,FW,32,21,563,1,1,2.9,1.1,2.1,5000000.0,142,176,80.7,1934,359,12,3,0,8,1,0,2,0.65,6.3,1,0,11,4
Florian Thauvin,Udinese,Serie A,"FW,MF",32,25,1956,8,3,8.1,3.8,5.7,5000000.0,544,819,66.4,9660,3359,39,20,7,6,0,0,11,0.55,21.7,14,20,51,23
Mario Götze,Eint Frankfurt,Bundesliga,"MF,FW",32,23,1521,3,2,2.9,3.1,2.9,5000000.0,640,830,77.1,8893,2745,34,40,7,15,1,0,5,0.36,16.9,27,1,8,5
Bamo Meïté,Montpellier,Ligue 1,DF,23,5,319,0,0,0.0,0.0,0.0,5000000.0,26,28,92.9,333,121,0,0,0,0,2,0,0,0.01,3.5,0,0,1,0
Umar Sadiq,Valencia,La Liga,FW,28,10,569,4,0,2.3,0.5,2.3,5000000.0,25,48,52.1,349,77,1,2,1,3,3,0,4,0.44,6.3,1,0,5,0
Kamory Doumbia,Brest,Ligue 1,MF,22,24,1046,2,2,2.3,0.9,2.3,5000000.0,434,547,79.3,7278,1720,22,30,23,13,1,0,4,0.28,11.6,21,1,19,9
Jérémy Jacquet,Rennes,Ligue 1,DF,19,6,507,0,1,0.4,0.8,0.4,5000000.0,239,283,84.5,4852,1688,3,16,19,3,0,0,1,0.22,5.6,10,0,5,3
Mathias Løvik,Parma,Serie A,"DF,FW",21,4,83,0,0,0.1,0.1,0.1,5000000.0,38,51,74.5,626,97,1,0,2,1,0,0,0,0.19,0.9,0,0,1,0
Yorbe Vertessen,Union Berlin,Bundesliga,"MF,FW",24,17,718,1,0,1.3,1.6,1.3,5000000.0,133,201,66.2,1979,567,15,6,3,6,2,0,1,0.36,8.0,3,2,27,5
Philipp Treu,St. Pauli,Bundesliga,"MF,DF",24,26,2283,0,2,1.0,2.3,1.0,5000000.0,986,1240,79.5,15470,4889,17,52,16,45,2,0,2,0.13,25.4,38,8,16,2
Phillip Tietz,Augsburg,Bundesliga,FW,27,28,1488,6,1,5.1,0.8,4.3,5000000.0,253,410,61.7,3348,569,18,11,4,7,3,0,7,0.36,16.5,6,1,40,13
Leonidas Stergiou,Stuttgart,Bundesliga,DF,23,9,621,0,2,0.2,0.9,0.2,5000000.0,323,390,82.8,5207,1822,3,21,9,11,0,1,2,0.15,6.9,12,0,2,0
Niklas Stark,Werder Bremen,Bundesliga,DF,29,20,1566,0,1,0.5,0.1,0.5,5000000.0,806,943,85.5,15813,5762,1,31,24,32,4,1,1,0.03,17.4,20,0,8,2
Eric Smith,St. Pauli,Bundesliga,"DF,MF",28,25,2197,1,0,1.3,1.4,1.3,5000000.0,1037,1299,79.8,20643,7975,24,35,31,30,5,0,1,0.11,24.4,26,4,20,8
Han-Noah Massengo,Auxerre,Ligue 1,MF,23,11,527,0,0,0.3,0.1,0.3,5000000.0,214,244,87.7,3398,952,1,11,9,5,3,0,0,0.08,5.9,7,2,5,2
Eliot Matazo,Monaco,Ligue 1,MF,23,3,68,0,0,0.0,0.1,0.0,5000000.0,35,41,85.4,533,168,1,3,1,0,0,0,0,0.08,0.8,2,0,0,0
Ethan Mbappé,Lille,Ligue 1,"MF,FW",18,7,199,0,0,1.0,1.5,1.0,5000000.0,97,125,77.6,1625,450,6,6,1,5,2,0,0,1.14,2.2,2,3,10,4
Glen Kamara,Rennes,Ligue 1,MF,29,13,662,0,1,0.2,0.2,0.2,5000000.0,372,412,90.3,5500,1464,5,23,7,7,0,0,1,0.05,7.4,11,0,1,0
Yassine Kechta,Le Havre,Ligue 1,"MF,FW",23,24,1586,1,0,1.2,1.0,1.2,5000000.0,450,566,79.5,7597,2242,13,47,18,21,4,0,1,0.13,17.6,27,5,21,8
Daler Kuzyaev,Le Havre,Ligue 1,MF,32,12,567,1,0,0.2,0.6,0.2,5000000.0,211,260,81.2,3222,949,2,13,9,7,1,0,1,0.12,6.3,8,0,4,3
Jérémy Le Douaron,Brest,Ligue 1,FW,26,2,102,0,0,0.2,0.0,0.2,5000000.0,11,14,78.6,181,36,0,1,0,1,0,0,0,0.14,1.1,0,0,2,1
Milos Lukovic,Strasbourg,Ligue 1,"FW,MF",19,2,12,0,0,0.0,0.0,0.0,5000000.0,2,3,66.7,43,0,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
Jeffrey Schlupp,Crystal Palace,Premier League,"MF,DF",32,12,103,0,0,0.2,0.2,0.2,5000000.0,39,50,78.0,591,144,3,2,0,6,0,0,0,0.28,1.1,0,0,4,2
Ricardo Pereira,Leicester City,Premier League,"DF,MF",31,4,168,0,0,0.1,0.0,0.1,5000000.0,92,109,84.4,1419,414,0,3,1,4,1,0,0,0.05,1.9,2,0,2,1
Kieran Trippier,Newcastle Utd,Premier League,DF,34,18,786,0,0,0.0,0.6,0.0,5000000.0,623,756,82.4,10368,3517,10,24,11,5,1,0,0,0.07,8.7,16,1,2,0
Axel Tuanzebe,Ipswich Town,Premier League,DF,27,16,1265,0,1,0.2,0.3,0.2,5000000.0,494,593,83.3,7489,2964,4,25,19,13,5,1,1,0.03,14.1,13,0,4,0
Mitchell Weiser,Werder Bremen,Bundesliga,"DF,MF",30,26,2331,4,6,4.3,3.3,4.3,5000000.0,884,1194,74.0,13063,5186,33,51,18,21,7,1,10,0.29,25.9,35,8,35,13
Williot Swedberg,Celta Vigo,La Liga,"FW,MF",21,25,1064,3,3,4.5,2.0,4.5,5000000.0,222,306,72.5,3093,647,11,16,3,10,1,0,6,0.54,11.8,12,1,25,14
Raúl Jiménez,Fulham,Premier League,FW,33,30,1912,10,3,10.4,2.8,8.1,5000000.0,360,507,71.0,5501,1224,15,26,9,17,3,0,13,0.62,21.2,16,3,76,26
Vitezslav Jaros,Liverpool,Premier League,GK,23,1,12,0,0,0.0,0.0,0.0,5000000.0,6,8,75.0,302,273,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
Hugo Sotelo,Celta Vigo,La Liga,MF,21,19,1131,0,0,0.1,1.3,0.1,5000000.0,806,942,85.6,14872,3887,16,25,4,8,4,0,0,0.11,12.6,15,3,3,0
Maroan Sannadi,Athletic Club,La Liga,FW,24,7,306,1,0,2.0,0.2,2.0,5000000.0,49,62,79.0,670,135,4,0,0,1,0,0,1,0.65,3.4,0,0,8,4
Aurélio Buta,Reims,Ligue 1,DF,28,21,1561,0,1,0.2,0.4,0.2,5000000.0,680,817,83.2,10231,3794,8,34,18,11,5,0,1,0.03,17.3,22,4,7,1
Alieu Fadera,Como,Serie A,"FW,DF",23,24,1592,1,3,1.6,3.9,1.6,5000000.0,428,572,74.8,6049,1609,22,60,10,17,2,1,4,0.31,17.7,45,5,27,9
Jeremy Agbonifo,Lens,Ligue 1,"FW,MF",19,6,200,1,0,0.6,0.2,0.6,5000000.0,30,44,68.2,388,93,3,4,1,1,0,0,1,0.38,2.2,3,2,4,2
Naouirou Ahamada,Rennes,Ligue 1,"MF,FW",23,3,58,0,0,0.0,0.0,0.0,5000000.0,17,22,77.3,266,33,0,0,2,0,0,0,0,0.03,0.6,0,0,1,0
Badredine Bouanani,Nice,Ligue 1,"MF,FW",20,20,709,2,0,1.4,1.0,1.4,5000000.0,220,288,76.4,3192,731,11,7,6,12,2,0,2,0.31,7.9,3,0,24,10
Benjamin Bouchouari,Saint-Étienne,Ligue 1,MF,23,21,1479,1,0,0.6,0.9,0.6,5000000.0,771,885,87.1,10662,3548,16,26,17,17,4,0,1,0.09,16.4,20,1,13,2
Cristian Cásseres Jr.,Toulouse,Ligue 1,MF,25,25,2066,1,2,0.6,2.1,0.6,5000000.0,834,1065,78.3,14586,3960,24,84,32,29,8,0,3,0.12,23.0,56,4,13,3
Pedro Chirivella,Nantes,Ligue 1,MF,27,25,1919,0,2,0.3,1.4,0.3,5000000.0,1043,1250,83.4,19066,6323,14,32,15,20,5,0,2,0.08,21.3,23,3,5,1
Djaoui Cissé,Rennes,Ligue 1,MF,21,7,575,1,0,0.3,0.2,0.3,5000000.0,262,299,87.6,5059,1518,6,21,8,16,3,0,1,0.08,6.4,13,0,10,5
Derek Cornelius,Marseille,Ligue 1,DF,27,18,1261,0,0,0.8,0.1,0.8,5000000.0,1128,1212,93.1,17866,5747,4,23,13,14,9,2,0,0.07,14.0,16,0,8,1
Mason Holgate,Everton,Premier League,"FW,DF",28,1,6,0,0,0.0,0.0,0.0,5000000.0,2,2,100.0,55,0,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
George Hirst,Ipswich Town,Premier League,FW,26,19,300,2,1,1.1,0.3,1.1,5000000.0,41,74,55.4,443,115,3,2,1,0,1,0,3,0.4,3.3,2,0,6,4
Mergim Berisha,Hoffenheim,Bundesliga,"FW,MF",26,11,333,1,1,1.0,1.0,1.0,5000000.0,39,56,69.6,512,122,3,1,0,0,1,0,2,0.54,0.1,0,0,1,1
Hamza Choudhury,Leicester City,Premier League,"MF,DF",27,4,131,0,0,0.0,0.4,0.0,5000000.0,72,84,85.7,991,249,2,1,5,4,0,0,0,0.27,1.5,1,1,0,0
Romain Perraud,Betis,La Liga,DF,27,22,1597,1,0,0.3,1.1,0.3,5000000.0,727,931,78.1,10096,3483,11,29,19,14,6,1,1,0.08,17.7,19,7,14,3
Emil Audero,Como,Serie A,GK,28,8,720,0,0,0.0,0.0,0.0,5000000.0,209,253,82.6,4830,3117,0,0,0,0,0,0,0,0.0,8.0,0,0,0,0
Nathan Broadhead,Ipswich Town,Premier League,"MF,FW",27,15,590,1,0,1.5,0.6,1.5,5000000.0,147,191,77.0,2116,413,6,7,4,6,1,0,1,0.33,6.6,3,0,10,6
Aihen Muñoz,Real Sociedad,La Liga,DF,27,15,643,0,0,0.1,0.1,0.1,5000000.0,238,343,69.4,3764,1606,1,15,11,7,4,0,0,0.03,7.1,9,1,4,0
Abdul Mumin,Rayo Vallecano,La Liga,DF,26,24,2017,2,1,0.6,0.2,0.6,5000000.0,900,1085,82.9,17231,7016,1,37,23,40,6,1,3,0.03,22.4,25,0,10,3
Raúl Moro,Valladolid,La Liga,"FW,MF",22,24,1696,3,2,2.3,4.1,2.3,5000000.0,371,562,66.0,7067,2383,36,16,9,6,2,0,5,0.34,18.8,10,18,32,11
Lamare Bogarde,Aston Villa,Premier League,"DF,MF",21,8,476,0,0,0.0,0.1,0.0,5000000.0,240,272,88.2,3682,1154,2,14,1,5,2,0,0,0.03,5.3,6,0,1,1
Gerard Moreno,Villarreal,La Liga,FW,32,13,614,3,1,4.2,3.0,1.8,5000000.0,194,253,76.7,3508,999,15,7,2,0,0,0,4,1.06,6.8,4,2,23,9
Scott McKenna,Las Palmas,La Liga,DF,28,23,1926,0,0,0.8,0.2,0.8,5000000.0,967,1124,86.0,17809,6176,1,14,8,33,5,1,0,0.05,21.4,9,0,6,0
Iñigo Martínez,Barcelona,La Liga,DF,33,23,2040,0,3,0.3,2.3,0.3,5000000.0,1848,2029,91.1,35215,11975,13,21,18,15,3,0,3,0.12,22.7,12,1,9,2
Pablo Maffeo,Mallorca,La Liga,DF,27,24,1943,0,1,0.3,3.9,0.3,5000000.0,607,870,69.8,10579,4535,26,54,22,30,3,0,1,0.19,21.6,35,21,7,1
Luka Romero,Alavés,La Liga,"FW,MF",20,6,199,0,0,0.8,0.2,0.0,5000000.0,34,49,69.4,515,110,4,4,1,2,0,0,0,0.45,2.2,4,1,1,0
Toby Collyer,Manchester Utd,Premier League,MF,21,6,179,0,0,0.2,0.3,0.2,5000000.0,76,92,82.6,1127,121,2,12,2,2,0,0,0,0.22,2.0,9,0,1,0
Bilal Nadir,Marseille,Ligue 1,MF,21,13,355,1,0,0.6,0.4,0.6,5000000.0,199,229,86.9,2765,526,6,9,2,6,1,0,1,0.25,3.9,2,0,8,3
Rasmus Nicolaisen,Toulouse,Ligue 1,DF,28,7,623,0,1,0.4,0.2,0.4,5000000.0,339,385,88.1,6199,2362,2,6,10,10,0,0,1,0.1,6.9,3,0,5,0
Christos Mandas,Lazio,Serie A,GK,23,1,90,0,0,0.0,0.0,0.0,5000000.0,35,44,79.5,1059,628,0,0,0,0,0,0,0,0.0,1.0,0,0,0,0
Becir Omeragic,Montpellier,Ligue 1,"DF,MF",23,16,1259,0,0,0.3,0.1,0.3,5000000.0,534,593,90.1,9520,2829,2,19,9,24,1,0,0,0.03,14.0,8,2,6,3
Adrien Thomasson,Lens,Ligue 1,MF,31,26,2000,2,3,3.5,4.6,3.5,5000000.0,994,1230,80.8,15422,3912,38,72,16,35,5,0,5,0.37,22.2,40,5,28,6
Cher Ndour,Fiorentina,Serie A,MF,20,5,248,0,0,0.0,0.0,0.0,5000000.0,95,123,77.2,1372,284,1,3,2,4,0,0,0,0.03,2.8,0,1,1,0
Jordan Veretout,Lyon,Ligue 1,MF,32,22,1323,2,0,1.7,0.6,1.7,5000000.0,657,786,83.6,11021,2845,12,23,4,14,3,0,2,0.15,14.7,12,0,15,8
Dany Mota,Monza,Serie A,"MF,FW",26,26,1717,5,2,3.8,1.6,3.8,5000000.0,342,470,72.8,5360,913,19,12,9,17,2,0,7,0.28,19.1,2,5,31,9
Nikola Moro,Bologna,Serie A,MF,27,18,1107,0,2,0.5,0.8,0.5,5000000.0,599,745,80.4,11724,3081,19,34,13,18,1,0,2,0.11,12.3,26,2,14,2
Jordan Zemura,Udinese,Serie A,DF,25,21,1263,1,2,0.9,0.9,0.9,5000000.0,433,563,76.9,6834,2540,9,25,15,16,2,0,3,0.13,14.0,13,8,12,3
Luca Marianucci,Empoli,Serie A,DF,20,12,574,0,0,0.3,0.2,0.3,5000000.0,195,255,76.5,4027,1649,2,19,7,8,0,1,0,0.07,6.4,8,1,3,1
Michy Batshuayi,Eint Frankfurt,Bundesliga,"FW,DF",31,6,207,2,0,0.8,0.0,0.8,5000000.0,37,48,77.1,491,120,1,1,1,2,2,0,2,0.38,2.3,1,0,3,2
Danny Welbeck,Brighton,Premier League,FW,34,24,1596,8,4,7.1,1.0,7.1,5000000.0,299,360,83.1,3513,724,16,18,5,14,3,0,12,0.46,17.7,11,0,44,17
Morgan Sanson,Nice,Ligue 1,MF,30,1,28,0,0,0.0,0.0,0.0,5000000.0,15,23,65.2,273,73,0,3,0,0,0,0,0,0.0,0.3,2,0,0,0
Malang Sarr,Lens,Ligue 1,DF,26,15,1107,0,0,0.2,0.1,0.2,5000000.0,673,748,90.0,13930,4447,2,16,19,16,0,0,0,0.03,12.3,11,0,4,0
Grischa Prömel,Hoffenheim,Bundesliga,MF,30,2,174,0,0,0.0,0.0,0.0,4500000.0,80,95,84.2,1274,250,0,0,2,1,0,0,0,0.0,1.9,0,0,0,0
Phil Harres,Holstein Kiel,Bundesliga,FW,23,20,1398,8,1,4.9,1.1,4.9,4500000.0,136,236,57.6,2250,402,8,10,5,14,2,0,9,0.39,15.5,10,1,34,15
Filippo Terracciano,Milan,Serie A,"DF,MF",22,10,527,0,0,0.2,0.1,0.2,4500000.0,224,254,88.2,3808,811,2,8,6,1,2,0,0,0.04,5.9,5,1,3,1
Kevin Stöger,Gladbach,Bundesliga,"MF,FW",31,24,1288,2,3,2.6,5.1,1.8,4500000.0,733,961,76.3,12470,3871,51,32,11,19,2,0,5,0.53,14.3,17,5,19,5
Valentino Lazaro,Torino,Serie A,"DF,FW",29,29,2036,0,6,0.8,3.1,0.8,4500000.0,773,1034,74.8,12792,3676,27,25,10,28,4,0,6,0.17,22.6,11,13,13,2
Jan Schöppner,Heidenheim,Bundesliga,MF,25,27,2244,3,2,3.1,3.0,3.1,4500000.0,645,877,73.5,11595,3215,21,47,37,33,7,0,5,0.24,24.9,26,2,35,10
Samuel Essende,Augsburg,Bundesliga,FW,27,25,1374,6,2,3.2,1.2,3.2,4500000.0,157,255,61.6,2000,320,8,6,0,12,4,1,8,0.29,15.3,5,1,35,12
Yunus Emre Konak,Brentford,Premier League,"FW,MF",19,7,31,0,0,0.2,0.0,0.2,4500000.0,20,27,74.1,329,76,0,4,0,0,0,0,0,0.44,0.3,4,0,1,0
Ki-Jana Hoever,Auxerre,Ligue 1,DF,23,24,1714,0,2,0.3,2.4,0.3,4500000.0,598,845,70.8,10303,4128,19,46,17,28,3,1,2,0.14,19.0,33,14,8,4
Nadir Zortea,Cagliari,Serie A,"DF,FW",25,27,2073,5,0,2.5,1.9,2.5,4500000.0,420,627,67.0,6933,2313,22,23,13,5,2,0,5,0.19,23.0,9,18,25,9
Jesper Karlsson,Bologna,Serie A,FW,26,7,298,1,0,0.7,0.1,0.7,4500000.0,87,122,71.3,1318,283,5,2,0,1,1,0,1,0.25,3.3,1,4,8,4
Michael Zetterer,Werder Bremen,Bundesliga,GK,29,28,2520,0,0,0.0,0.0,0.0,4500000.0,854,1084,78.8,22310,14389,0,0,1,1,2,0,0,0.0,28.0,0,0,0,0
Antonino Gallo,Lecce,Serie A,DF,25,23,1934,0,2,0.2,2.4,0.2,4500000.0,643,953,67.5,12244,5227,34,52,17,22,2,1,2,0.12,21.5,34,19,7,2
Nicolás Valentini,Hellas Verona,Serie A,DF,24,6,451,0,0,0.1,0.0,0.1,4500000.0,115,179,64.2,2495,1175,0,19,6,9,2,1,0,0.02,5.0,13,0,2,0
Álex Valle,Como,Serie A,DF,20,9,714,0,0,0.3,0.4,0.3,4500000.0,379,444,85.4,5894,2103,6,20,5,9,1,0,0,0.09,7.9,10,3,7,1
Adrian Benedyczak,Parma,Serie A,"FW,MF",24,8,197,0,0,0.3,0.0,0.3,4500000.0,32,49,65.3,521,112,1,0,0,3,0,0,0,0.12,2.2,0,0,3,0
Ross Stewart,Southampton,Premier League,"FW,MF",28,4,132,0,0,0.1,0.0,0.1,4500000.0,36,45,80.0,527,59,0,0,0,3,1,0,0,0.08,1.5,0,0,2,0
Alessio Zerbin,Venezia,Serie A,DF,26,10,806,1,0,1.5,1.0,1.5,4000000.0,0,0,0.0,0,0,0,32,9,16,2,0,1,0.28,9.0,17,0,12,4
Antoine Makoumbou,Cagliari,Serie A,MF,26,26,1700,0,1,0.3,0.4,0.3,4000000.0,827,929,89.0,13300,3260,3,34,12,23,3,1,1,0.04,18.9,18,3,7,0
Tadeo Allende,Celta Vigo,La Liga,FW,26,1,2,0,0,0.0,0.0,0.0,4000000.0,1,3,33.3,7,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0
Omar Traoré,Heidenheim,Bundesliga,DF,27,24,2084,0,1,0.4,1.5,0.4,4000000.0,778,1120,69.5,13666,5847,19,39,16,28,6,0,1,0.08,23.2,23,13,11,3
Lucas Tousart,Union Berlin,Bundesliga,MF,27,11,498,0,1,0.3,0.4,0.3,4000000.0,89,135,65.9,1324,458,2,15,5,9,2,0,1,0.13,5.5,8,0,6,4
Farid El Melali,Angers,Ligue 1,FW,27,26,1686,2,2,2.7,2.9,2.7,4000000.0,319,459,69.5,4751,1440,22,26,13,16,1,0,4,0.3,18.7,14,2,40,13
Warmed Omari,Lyon,Ligue 1,DF,24,1,8,0,0,0.0,0.0,0.0,4000000.0,6,6,100.0,145,40,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0
Kazeem Olaigbe,Rennes,Ligue 1,"MF,FW",22,5,113,0,1,0.3,0.4,0.3,4000000.0,42,51,82.4,581,89,7,3,0,1,0,0,1,0.54,1.3,2,0,5,2
Manuel Lazzari,Lazio,Serie A,DF,31,22,1246,0,1,0.1,1.0,0.1,4000000.0,535,676,79.1,8464,2325,15,20,7,8,2,0,1,0.08,13.8,13,12,4,1
Youssef Maleh,Empoli,Serie A,MF,26,22,1510,0,1,0.9,0.9,0.9,4000000.0,398,560,71.1,6528,2261,12,45,16,25,5,1,1,0.1,16.8,23,2,17,3
Juma Bah,Valladolid,La Liga,DF,18,12,864,0,0,0.3,0.0,0.3,4000000.0,330,407,81.1,6294,2123,1,10,12,15,1,0,0,0.03,9.6,7,0,3,1
Ulisses Garcia,Marseille,Ligue 1,DF,29,14,516,2,1,1.5,0.7,1.5,4000000.0,288,346,83.2,4380,1158,4,10,5,3,1,0,3,0.37,5.7,8,4,7,2
Jean-Philippe Gbamin,Nantes,Ligue 1,MF,29,14,216,0,0,0.5,0.0,0.5,4000000.0,90,115,78.3,1338,427,0,2,3,5,1,0,0,0.22,2.4,1,0,2,0
Mory Gbane,Reims,Ligue 1,"DF,MF",24,7,585,0,0,0.1,0.1,0.1,4000000.0,182,220,82.7,3290,1036,2,13,11,5,1,0,0,0.04,6.5,7,0,3,1
Jonathan Gradit,Lens,Ligue 1,DF,32,19,1572,0,0,0.6,0.5,0.6,4000000.0,781,932,83.8,14218,5958,7,33,23,19,4,0,0,0.06,17.5,17,2,13,4
Christopher Operi,Le Havre,Ligue 1,"DF,FW",27,13,1169,0,2,0.3,2.2,0.3,4000000.0,533,747,71.4,9424,3412,24,13,14,20,2,1,2,0.19,13.0,9,13,7,1
Khalil Fayad,Montpellier,Ligue 1,"MF,FW",20,14,665,0,0,0.8,0.2,0.8,4000000.0,301,350,86.0,5334,1310,5,26,7,11,2,0,0,0.13,7.4,13,0,8,2
Robert Skov,Union Berlin,Bundesliga,"DF,MF",28,15,852,2,2,1.7,2.4,0.9,4000000.0,305,463,65.9,5404,2361,19,15,8,8,1,0,4,0.43,9.5,11,5,16,5
Sheraldo Becker,Real Sociedad,La Liga,"FW,MF",30,20,971,2,1,2.0,2.0,2.0,4000000.0,194,305,63.6,3300,742,8,2,1,4,1,1,3,0.37,10.8,2,5,22,13
Aron Dønnum,Toulouse,Ligue 1,"DF,MF",26,26,2155,1,2,1.8,4.0,1.8,4000000.0,694,975,71.2,12418,4395,35,41,25,25,4,0,3,0.24,23.9,23,12,26,4
Henrikh Mkhitaryan,Inter,Serie A,MF,36,29,2220,1,4,1.5,2.7,1.5,4000000.0,1249,1427,87.5,20401,5221,29,36,17,29,3,0,5,0.17,24.7,22,5,23,2
Juan Musso,Atalanta,Serie A,GK,30,1,90,0,0,0.0,0.0,0.0,4000000.0,17,33,51.5,486,331,0,0,0,0,0,0,0,0.0,1.0,0,0,0,0
Sorba Thomas,Nantes,Ligue 1,"FW,MF",25,22,1128,1,2,1.5,2.6,1.5,4000000.0,298,460,64.8,5101,1844,28,12,5,10,2,0,3,0.32,12.5,6,16,9,1
Teddy Teuma,Reims,Ligue 1,MF,31,17,750,1,0,1.4,1.1,0.6,4000000.0,494,624,79.2,7958,2302,13,18,12,12,1,0,1,0.3,8.3,10,4,13,2
Luca Mazzitelli,Como,Serie A,MF,29,11,335,1,1,0.2,0.6,0.2,4000000.0,156,197,79.2,2770,917,6,9,3,5,1,0,2,0.21,3.7,6,0,7,3
Danilo Cataldi,Fiorentina,Serie A,MF,30,22,1458,3,0,1.0,0.6,1.0,4000000.0,709,839,84.5,11969,3804,13,22,19,15,1,0,3,0.1,0.0,15,2,12,5
