Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,first_name,last_name,full_name,market_value_in_eur,highest_market_value_in_eur
Jarrod Bowen,eng ENG,"FW,MF",West Ham,Premier League,28,1996,27,27,"2,366",26.3,8,5,13,7,1,1,1,0,6.8,6.1,5.3,11.4,88,80,164,0.3,0.19,0.49,0.27,0.46,0.26,0.2,0.46,0.23,0.43,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,8,70,28,40.0,2.66,1.07,0.1,0.25,17.9,1,1,1,6.8,6.1,0.09,1.2,0.9,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,463,652,71.0,7655,2318,252,303,83.2,156,204,76.5,43,82,52.4,5,5.3,5.3,-0.3,44,36,39,6,80,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,652,573,74,4,7,4,93,2,44,28,15,0,463,5,35,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,96,3.65,57,12,5,12,8,2,11,0.42,7,2,1,1,0,0,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,35,23,12,9,14,17,37,45.9,20,20,3,17,15,50,21,0,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,1018,22,117,370,554,137,1017,107,40,37.4,58,54.2,597,4363,2102,88,39,47,62,63,652,164,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,27,"2,366",88,84.8,26.3,27,88,22,0,0,0,1.15,30,41,-11,-0.42,0.86,33.4,42.9,-9.5,-0.36,0.14,eng ENG,"FW,MF",West Ham,Premier League,28-107,1996,26.3,1,0,0,17,42,7,93,15,23,0,0,0,117,8,39,17.0,Jarrod,Bowen,Jarrod Bowen,45000000.0,50000000.0
Willian Pacho,ec ECU,DF,Paris S-G,Ligue 1,23,2001,25,21,"1,923",21.4,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.4,3,45,1,0.0,0.05,0.05,0.0,0.05,0.01,0.01,0.02,0.01,0.02,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,0,3,1,33.3,0.14,0.05,0.0,0.0,8.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,1681,1772,94.9,30017,8734,559,580,96.4,1024,1046,97.9,81,114,71.1,1,0.2,0.3,0.8,2,58,1,0,45,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,1772,1727,43,26,0,3,0,9,0,0,0,0,1681,2,6,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,11,0.51,9,0,0,1,0,1,2,0.09,1,0,0,1,0,0,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,51,31,30,21,0,23,31,74.2,8,35,22,13,36,87,83,1,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,2008,230,850,1127,38,6,2008,5,0,0.0,4,80.0,1245,5257,2209,3,3,0,15,3,1536,1,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,25,"1,923",77,76.3,21.4,21,86,18,4,29,2,2.6,60,20,40,1.87,-0.24,56.9,20.4,36.5,1.71,0.12,ec ECU,DF,Paris S-G,Ligue 1,23-172,2001,21.4,2,0,0,18,5,0,0,36,31,0,0,0,95,24,22,52.2,Willian,Pacho,Willian Pacho,45000000.0,45000000.0
Pedro Porro,es ESP,DF,Tottenham,Premier League,25,1999,29,24,"2,283",25.4,2,5,7,2,0,0,3,0,1.5,1.5,3.2,4.7,57,129,94,0.08,0.2,0.28,0.08,0.28,0.06,0.13,0.18,0.06,0.18,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,2,35,8,22.9,1.38,0.32,0.06,0.25,22.8,3,0,0,1.5,1.5,0.04,0.5,0.5,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,1203,1639,73.4,20757,8144,602,690,87.2,454,577,78.7,119,267,44.6,5,3.2,3.7,1.8,44,103,48,21,129,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,1639,1331,302,46,4,11,161,214,42,4,34,0,1203,6,65,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,87,3.43,57,18,3,5,4,0,7,0.28,3,3,1,0,0,0,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,58,42,27,22,9,40,67,59.7,27,39,15,24,32,90,74,1,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,1944,117,576,703,677,29,1944,31,10,32.3,19,61.3,1020,4641,2365,57,36,5,21,16,1113,94,es ESP,DF,Tottenham,Premier League,25-205,1999,29,"2,283",79,84.6,25.4,24,90,21,5,26,1,1.17,49,38,11,0.43,0.43,41.8,44.0,-2.2,-0.09,-0.28,es ESP,DF,Tottenham,Premier League,25-205,1999,25.4,3,0,0,21,24,1,161,32,42,0,0,0,133,11,22,33.3,Pedro,Porro,Pedro Porro,45000000.0,45000000.0
Sandro Tonali,it ITA,MF,Newcastle Utd,Premier League,24,2000,27,19,"1,820",20.2,2,1,3,2,0,0,5,0,3.2,3.2,0.6,3.8,29,83,38,0.1,0.05,0.15,0.1,0.15,0.16,0.03,0.19,0.16,0.19,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,2,24,8,33.3,1.19,0.4,0.08,0.25,18.7,2,0,0,3.2,3.2,0.13,-1.2,-1.2,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,833,1010,82.5,12813,3295,470,526,89.4,292,342,85.4,45,84,53.6,1,0.6,1.2,0.4,11,72,14,3,83,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,1010,977,29,15,7,4,26,6,7,5,1,0,833,4,16,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,45,2.22,31,1,2,3,5,3,5,0.25,5,0,0,0,0,0,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,41,27,17,21,3,20,39,51.3,19,24,10,14,24,65,24,1,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,1207,45,284,676,268,31,1207,27,16,59.3,8,29.6,668,3614,1534,29,28,4,21,23,837,38,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,27,"1,820",67,69.7,20.2,19,84,13,8,27,0,1.7,36,26,10,0.49,0.49,34.4,24.2,10.2,0.51,0.46,it ITA,MF,Newcastle Utd,Premier League,24-333,2000,20.2,5,0,0,31,37,2,26,24,27,1,0,0,128,10,8,55.6,Sandro,Tonali,Sandro Tonali,45000000.0,60000000.0
Bernardo Silva,pt POR,"MF,FW",Manchester City,Premier League,30,1994,26,22,"2,041",22.7,2,4,6,2,0,0,5,0,3.0,3.0,4.2,7.2,82,97,169,0.09,0.18,0.26,0.09,0.26,0.13,0.18,0.32,0.13,0.32,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,2,27,9,33.3,1.19,0.4,0.07,0.22,13.0,0,0,0,3.0,3.0,0.11,-1.0,-1.0,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,1093,1268,86.2,16494,3044,617,673,91.7,399,458,87.1,52,80,65.0,4,4.2,3.5,-0.2,41,57,26,7,97,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,1268,1167,100,42,3,4,48,34,11,2,0,0,1093,1,28,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,74,3.26,67,1,4,0,2,0,7,0.31,7,0,0,0,0,0,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,39,26,12,21,6,21,45,46.7,24,23,5,18,17,56,19,3,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,1464,32,247,560,670,125,1464,52,24,46.2,22,42.3,913,5949,3022,82,48,30,17,27,1082,169,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,26,"2,041",79,75.6,22.7,22,90,22,4,15,4,1.62,39,35,4,0.18,-1.6,38.2,32.7,5.4,0.24,-0.94,pt POR,"MF,FW",Manchester City,Premier League,30-239,1994,22.7,5,0,0,19,23,3,48,17,26,0,0,0,73,3,8,27.3,Bernardo,Silva,Bernardo Silva,45000000.0,100000000.0
Christopher Nkunku,fr FRA,FW,Chelsea,Premier League,27,1997,25,8,872,9.7,3,2,5,3,0,0,2,0,4.7,4.6,2.0,6.6,16,25,64,0.31,0.21,0.52,0.31,0.52,0.48,0.21,0.69,0.48,0.69,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,3,24,11,45.8,2.48,1.14,0.13,0.27,12.9,0,0,0,4.7,4.6,0.19,-1.7,-1.6,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,285,319,89.3,3793,738,174,191,91.1,93,101,92.1,6,6,100.0,2,2.0,1.0,0.0,13,24,7,0,25,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,319,312,7,1,2,1,4,0,2,0,0,0,285,0,3,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,33,3.4,20,0,5,5,1,2,4,0.41,1,0,1,1,1,0,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,12,8,3,4,5,6,8,75.0,2,9,2,7,7,19,10,0,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,428,10,50,171,209,50,428,25,9,36.0,13,52.0,264,1296,580,16,14,12,16,14,336,64,fr FRA,FW,Chelsea,Premier League,27-143,1997,25,872,35,32.3,9.7,8,78,2,17,15,5,1.72,16,16,0,0.0,-0.84,20.6,15.4,5.2,0.54,-0.02,fr FRA,FW,Chelsea,Premier League,27-143,1997,9.7,2,0,0,14,11,2,4,7,8,0,0,0,27,14,21,40.0,Christopher,Nkunku,Christopher Nkunku,45000000.0,80000000.0
Jonathan David,ca CAN,FW,Lille,Ligue 1,25,2000,26,22,"2,060",22.9,14,3,17,8,6,7,4,0,14.1,8.6,3.6,12.2,28,49,148,0.61,0.13,0.74,0.35,0.48,0.62,0.16,0.77,0.38,0.53,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,14,50,22,44.0,2.18,0.96,0.16,0.36,15.6,0,6,7,14.1,8.6,0.17,-0.1,-0.6,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,450,551,81.7,5873,905,274,317,86.4,133,153,86.9,12,17,70.6,3,3.6,2.8,-0.6,28,21,18,0,49,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,551,518,31,1,3,3,4,1,0,0,0,0,450,2,19,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,56,2.45,45,0,2,4,5,0,5,0.22,3,0,1,0,1,0,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,18,4,3,9,6,7,13,53.8,6,11,2,9,4,22,8,0,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,762,14,42,304,422,120,755,30,15,50.0,13,43.3,415,1924,887,28,19,16,54,34,576,148,ca CAN,FW,Lille,Ligue 1,25-082,2000,26,"2,060",79,81.7,22.9,22,88,16,4,33,0,1.69,37,20,17,0.74,1.72,37.7,29.2,8.5,0.37,0.39,ca CAN,FW,Lille,Ligue 1,25-082,2000,22.9,4,0,0,22,30,7,4,4,4,1,0,0,52,15,34,30.6,Jonathan,David,Jonathan David,45000000.0,60000000.0
Dominic Solanke,eng ENG,FW,Tottenham,Premier League,27,1997,21,21,"1,868",20.8,7,3,10,7,0,0,0,0,9.2,9.2,2.8,12.0,27,40,77,0.34,0.14,0.48,0.34,0.48,0.44,0.13,0.58,0.44,0.58,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,7,52,21,40.4,2.51,1.01,0.13,0.33,12.2,0,0,0,9.2,9.2,0.18,-2.2,-2.2,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,230,323,71.2,3067,838,142,187,75.9,57,75,76.0,12,18,66.7,3,2.8,1.1,0.2,13,24,9,0,40,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,323,283,38,0,3,1,4,2,0,0,0,0,230,2,13,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,35,1.69,23,0,0,9,2,1,7,0.34,5,0,0,1,1,0,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,18,11,1,12,5,4,10,40.0,6,15,6,9,0,18,21,0,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,575,29,61,264,256,101,575,44,15,34.1,27,61.4,329,1770,689,27,20,13,57,41,395,77,eng ENG,FW,Tottenham,Premier League,27-204,1997,21,"1,868",89,69.2,20.8,21,89,18,0,0,0,1.0,39,34,5,0.24,-0.41,35.1,34.9,0.2,0.01,0.16,eng ENG,FW,Tottenham,Premier League,27-204,1997,20.8,0,0,0,32,31,5,4,0,11,0,0,1,33,40,51,44.0,Dominic,Solanke,Dominic Solanke,45000000.0,45000000.0
Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,Premier League,20,2004,29,18,"1,732",19.2,4,1,5,4,0,0,2,0,6.0,6.0,2.8,8.8,108,45,234,0.21,0.05,0.26,0.21,0.26,0.31,0.14,0.46,0.31,0.46,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,4,68,25,36.8,3.53,1.3,0.06,0.16,16.8,0,0,0,6.0,6.0,0.09,-2.0,-2.0,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,509,640,79.5,7199,937,323,360,89.7,138,169,81.7,25,42,59.5,1,2.8,1.7,-1.8,26,19,19,3,45,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,640,622,17,3,2,9,41,13,1,1,0,0,509,1,40,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,60,3.12,45,1,3,7,4,0,4,0.21,2,0,0,1,1,0,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,22,15,9,5,8,8,25,32.0,17,16,0,16,10,32,10,2,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,911,13,105,298,522,134,911,71,20,28.2,45,63.4,659,4957,2505,108,56,54,48,39,693,234,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,29,"1,732",60,64.1,19.2,18,81,10,11,26,0,1.17,21,27,-6,-0.31,-0.5,27.5,29.2,-1.7,-0.09,0.15,ar ARG,"MF,FW",Manchester Utd,Premier League,20-279,2004,19.2,2,0,0,8,33,9,41,10,15,0,0,0,92,3,20,13.0,Alejandro,Garnacho,Alejandro Garnacho,45000000.0,50000000.0
Victor Boniface,ng NGA,FW,Leverkusen,Bundesliga,24,2000,17,12,989,11.0,8,1,9,8,0,1,2,0,7.8,7.1,1.1,8.1,24,22,57,0.73,0.09,0.82,0.73,0.82,0.72,0.1,0.81,0.64,0.74,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,8,50,17,34.0,4.55,1.55,0.16,0.47,14.5,0,0,1,7.8,7.1,0.14,0.2,0.9,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,167,235,71.1,2336,494,94,124,75.8,49,64,76.6,11,15,73.3,1,1.1,1.0,-0.1,10,10,8,2,22,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,235,227,6,0,1,1,5,2,0,0,0,0,167,2,6,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,32,2.92,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,5,4,0,3,2,3,4,75.0,1,1,0,1,0,5,5,0,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,390,5,24,162,206,75,389,34,14,41.2,19,55.9,200,1092,460,24,11,14,43,29,311,57,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,17,989,58,39.2,11.0,12,75,0,5,19,3,2.12,23,11,12,1.09,0.09,20.0,11.4,8.6,0.78,-0.01,ng NGA,FW,Leverkusen,Bundesliga,24-104,2000,11.0,2,0,0,13,8,6,5,0,4,0,0,0,27,32,19,62.7,Victor,Boniface,Victor Boniface,45000000.0,45000000.0
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,Premier League,27,1997,31,28,"2,467",27.4,7,3,10,7,0,0,1,0,7.5,7.5,4.4,11.9,134,81,275,0.26,0.11,0.36,0.26,0.36,0.27,0.16,0.44,0.27,0.44,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,7,50,23,46.0,1.82,0.84,0.14,0.3,14.1,0,0,0,7.5,7.5,0.15,-0.5,-0.5,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,685,908,75.4,8927,2036,457,527,86.7,173,244,70.9,22,49,44.9,3,4.4,3.7,-1.4,35,32,32,8,81,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,908,890,15,0,7,1,69,15,0,0,0,0,685,3,38,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,81,2.96,67,0,6,3,4,1,8,0.29,7,0,0,0,1,0,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,41,24,13,13,15,17,44,38.6,27,45,3,42,13,54,9,0,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,1265,14,143,439,710,151,1265,125,47,37.6,73,58.4,760,6111,3549,134,74,53,48,22,888,275,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,31,"2,467",80,88.4,27.4,28,85,14,3,31,0,1.52,43,38,5,0.18,1.02,38.9,35.3,3.6,0.13,0.4,jp JPN,"FW,MF",Brighton,Premier League,27-321,1997,27.4,1,0,0,38,23,5,69,13,24,0,0,0,91,24,26,48.0,Kaoru,Mitoma,Kaoru Mitoma,45000000.0,50000000.0
Goncalo Ramos,pt POR,FW,Paris S-G,Ligue 1,23,2001,16,9,728,8.1,6,2,8,5,1,1,0,0,8.7,7.9,1.6,9.5,6,13,45,0.74,0.25,0.99,0.62,0.87,1.07,0.2,1.27,0.98,1.17,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,6,36,20,55.6,4.45,2.47,0.14,0.25,10.2,0,1,1,8.7,7.9,0.22,-2.7,-2.9,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,132,164,80.5,1504,236,94,110,85.5,26,31,83.9,2,3,66.7,2,1.6,1.2,0.4,11,3,7,0,13,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,164,163,1,0,1,0,0,1,0,0,0,0,132,0,7,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,21,2.6,16,0,0,3,2,0,5,0.62,3,0,0,1,1,0,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,11,6,5,5,1,3,6,50.0,3,4,1,3,0,11,4,0,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,244,5,22,66,157,73,243,9,1,11.1,7,77.8,94,418,175,6,4,4,8,8,190,45,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,16,728,46,28.9,8.1,9,66,2,7,19,0,2.63,25,8,17,2.1,0.24,22.2,8.9,13.3,1.64,-0.05,pt POR,FW,Paris S-G,Ligue 1,23-290,2001,8.1,0,0,0,7,9,7,0,0,6,1,0,0,13,17,11,60.7,Goncalo,Ramos,Goncalo Ramos,45000000.0,50000000.0
Dusan Vlahovic,rs SRB,FW,Juventus,Serie A,25,2000,23,18,"1,568",17.4,9,2,11,5,4,4,3,0,10.9,7.8,1.1,8.9,21,18,94,0.52,0.11,0.63,0.29,0.4,0.63,0.06,0.69,0.45,0.51,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,9,60,21,35.0,3.44,1.21,0.08,0.24,16.3,6,4,4,10.9,7.8,0.13,-1.9,-2.8,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,208,303,68.6,3195,319,118,152,77.6,71,100,71.0,14,21,66.7,2,1.1,0.7,0.9,13,10,5,0,18,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,303,270,30,0,3,3,8,0,0,0,0,0,208,3,11,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,35,2.01,22,0,6,5,2,0,4,0.23,1,0,3,0,0,0,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,2,1,0,1,1,1,4,25.0,3,7,3,4,1,3,8,3,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,470,13,23,200,250,98,466,24,8,33.3,15,62.5,254,1129,407,21,7,15,43,22,354,94,rs SRB,FW,Juventus,Serie A,25-068,2000,23,"1,568",68,58.1,17.4,18,83,11,5,14,3,1.96,32,14,18,1.03,1.03,27.2,12.3,14.9,0.86,0.92,rs SRB,FW,Juventus,Serie A,25-068,2000,17.4,3,0,0,23,16,10,8,1,1,0,0,0,30,30,37,44.8,Dusan,Vlahovic,Dusan Vlahovic,45000000.0,85000000.0
Destiny Udogie,it ITA,DF,Tottenham,Premier League,22,2002,23,22,"1,744",19.4,0,1,1,0,0,0,2,0,0.3,0.3,1.4,1.7,51,117,92,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,0,5,1,20.0,0.26,0.05,0.0,0.0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,915,1046,87.5,13224,4433,517,567,91.2,346,382,90.6,22,27,81.5,1,1.4,1.1,-0.4,15,86,6,1,117,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,1046,894,151,25,0,0,19,126,0,0,0,0,915,1,32,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,33,1.7,30,0,0,1,0,2,3,0.15,2,0,0,0,0,1,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,71,44,38,26,7,32,45,71.1,13,37,5,32,19,90,34,1,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,1287,57,353,572,376,48,1287,30,12,40.0,15,50.0,714,4005,2187,51,38,11,31,19,778,92,it ITA,DF,Tottenham,Premier League,22-129,2002,23,"1,744",76,64.6,19.4,22,79,12,1,4,2,1.22,34,26,8,0.41,0.13,32.0,28.8,3.2,0.16,0.58,it ITA,DF,Tottenham,Premier League,22-129,2002,19.4,2,0,0,29,36,2,19,19,44,0,0,0,103,13,13,50.0,Destiny,Udogie,Destiny Udogie,45000000.0,45000000.0
Kenan Yildiz,tr TUR,"FW,MF",Juventus,Serie A,19,2005,29,23,"1,966",21.8,5,2,7,5,0,0,1,0,3.8,3.8,3.9,7.7,91,85,183,0.23,0.09,0.32,0.23,0.32,0.18,0.18,0.35,0.18,0.35,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,5,49,18,36.7,2.24,0.82,0.1,0.28,16.9,0,0,0,3.8,3.8,0.08,1.2,1.2,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,673,846,79.6,10358,2642,382,424,90.1,234,289,81.0,42,91,46.2,2,3.9,3.7,-1.9,38,50,40,11,85,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,846,797,46,6,6,2,86,12,27,13,12,0,673,3,18,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,97,4.44,61,6,13,10,5,2,6,0.27,3,0,2,1,0,0,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,50,27,11,24,15,16,24,66.7,8,23,0,23,5,55,11,3,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,1147,15,126,478,559,77,1147,90,49,54.4,38,42.2,746,4801,2595,91,44,34,72,31,864,183,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,29,"1,966",68,72.8,21.8,23,79,11,6,23,1,1.9,29,11,18,0.82,0.82,27.5,16.4,11.2,0.51,0.15,tr TUR,"FW,MF",Juventus,Serie A,19-337,2005,21.8,1,0,0,19,43,4,86,5,27,0,0,0,88,6,25,19.4,Kenan,Yildiz,Kenan Yildiz,45000000.0,45000000.0
